"C&G Table related"
738 46
2107.96 49
3477.92 47.6
4847.88 68.5
6217.84 79.1

"C&G Recall errors"
738 32.59
2107.96 23.066667
3477.92 25.31
4847.88 16.77
6217.84 7.65

