9	41076
20	92560
38	479864
55	828630
67	1459729
86	2438100
113	3735893
142	4847596
172	6399432
213	8407110
223	10585810
237	11605179
258	14697486
274	16459728
293	17878274
326	19896432
382	26370224
438	33740016
558	45935676
616	52314416
676	59611708
740	67544980
809	73843902
882	80603334
957	95113359
1036	103345144
1156	115316780
