9	50850
20	56530
38	277576
55	407761
67	864634
86	1481082
113	1679171
142	2041697
172	2826017
213	3480566
223	5264566
237	5661778
258	7725778
274	8814928
293	9169751
326	9195179
382	12251179
438	15755179
558	20219179
616	23765491
676	27169827
740	33089827
809	36660753
882	36661635
957	41186331
1036	42597363
1156	42598519
