9	45756
20	46416
38	311846
55	434936
67	951975
86	1603683
113	2118059
142	2400923
172	3027691
213	3857965
223	5789368
237	5912134
258	8492134
274	9044518
293	9421316
326	9445440
382	13265440
438	17613028
558	21058678
616	24842766
676	25405874
740	30531854
809	30532663
882	30592639
957	31186936
1036	33270332
1156	33271488
